Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Fang,,Deceased,Male,Bad,,,,,Black,,Marvel,1941,2,9/1/41,WWII
Fang,Public,Deceased,,Bad,,,,,,,Marvel,1954,1,5/1/54,Snake
Fang,,Deceased,Female,Bad,,,,Red,Brown,,Marvel,1993,,9/1/93,Shi'ar Prisoner
Baymax,Secret,Living,Male,Good,,,,Red,Bald,,Marvel,1998,17,9/1/98,
Duane Freeman,Public,Living,Male,Good,,,,Brown,Bald,,Marvel,1998,17,5/1/98,
Hiro Takachiho,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1998,17,9/1/98,
Morris Maxwell,No Dual,Living,Male,Neutral,,,,Blue,White,,Marvel,1998,17,10/1/98,
Isabella Carmela Magdalena Gnucci,,Deceased,Female,Bad,,,,Blue,Black,,Marvel,2000,17,7/1/00,
Oubliette Midas,Secret,Living,Female,Neutral,,,,Blue,Blond,,Marvel,2000,17,8/1/00,
Francis Klum,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2002,17,8/1/02,
Cassie Lathrop,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,2003,17,8/1/03,
Christopher Seyfert,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,2003,17,6/1/03,
Jolen,Secret,Living,Male,Bad,,,,White,Brown,,Marvel,2003,17,8/1/03,
Peter Seyfert,Public,Living,Male,Good,,,,Green,Brown,,Marvel,2003,17,6/1/03,
"Louis Sadler, Jr.",Secret,Deceased,Male,Good,,,,Blue,Blond,,Marvel,2004,17,5/1/04,
Zuzha Yu,Secret,Deceased,Female,Good,,,,Brown,Black,,Marvel,2004,17,5/1/04,
Arch-E-5912,Secret,Deceased,Male,,,,,Blue,,,Marvel,2006,17,5/1/06,
Ero,Secret,Living,Female,Bad,,,,Hazel,Blond,,Marvel,2006,17,3/1/06,
Leper Queen,Known to Authorities,Deceased,Female,Bad,,,,Brown,Bald,,Marvel,2006,17,1/1/06,
Mister Lao,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,2007,17,2/1/07,
Eliphas,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2008,17,4/1/08,
Eric Gitter,Secret,Living,Male,Good,,,,Blue,Bald,,Marvel,2008,17,6/1/08,
Irani Rael,Secret,Living,Female,Good,,,,,,,Marvel,2008,17,12/1/08,
Egghead,,Living,Male,Bad,,,,Yellow,Bald,,Marvel,2009,17,7/1/09,Robot
Egghead,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1989,1,9/1/89,Bunsen Burners
Benito Serrano,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2010,17,8/1/10,
Reginald Fortean,Public,Living,Male,Bad,,,,Blue,Black,,Marvel,2011,17,5/1/11,
Wally Layton,No Dual,Living,Male,Good,,,,Grey,Brown,,Marvel,2012,17,3/1/12,
Theodore Marley Brooks,No Dual,Living,Male,Good,,,,,,,Marvel,,17,,
Arno Stark,No Dual,Living,Male,Good,,,,Blue,Black,,Marvel,,17,,
Daniel Rose,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,1941,16,8/1/41,
William Waring,Secret,Living,Male,Good,,,,Green,Red,,Marvel,1941,16,4/1/41,
Winston Churchill,Public,Deceased,Male,Good,,,,Blue,,,Marvel,1941,16,9/1/41,
Winston Churchill,,Living,Male,Good,,,,,Grey,,DC,1942,21,3/1/42,
James Bennett,Public,Living,Male,Good,,,,,Brown,,Marvel,1943,16,11/1/43,
Albert Malik,Secret,Deceased,Male,Bad,,,,Brown,White,,Marvel,1953,16,12/1/53,
Cliff Mason,Public,Living,Male,Good,,,,,Black,,Marvel,1954,16,9/1/54,
Pat Mahoney,Public,Living,Male,Good,,,,,Blond,,Marvel,1954,16,9/1/54,
Apache,No Dual,Living,Male,Good,,,,,,,Marvel,1955,16,3/1/55,
Randy Clayton,Public,Living,Male,Good,,,,,Black,,Marvel,1955,16,3/1/55,
Rawhide Kid,Secret,Living,Male,Good,,,,,Blond,,Marvel,1955,16,3/1/55,
John F. Kennedy,No Dual,Deceased,Male,Good,,,,,,,Marvel,1963,16,5/1/63,
Pamela Hawley,Public,Deceased,Female,Good,,,,,,,Marvel,1963,16,11/1/63,
Leonardo da Vinci,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1964,16,1/1/64,
Leonardo da Vinci,Public,Living,Male,Good,,,,,White,,DC,1948,10,4/1/48,
Verdandi,No Dual,Living,Female,Good,,,,,Black,,Marvel,1964,16,3/1/64,
Harris Hobbs,,Living,Male,Good,,,,,,,Marvel,1965,16,3/1/65,
Sentinel Mk I,No Dual,Living,,Bad,,,,Yellow,Bald,,Marvel,1965,16,11/1/65,
Xandu,Secret,Living,Male,Bad,,,,Blue,White,,Marvel,1965,16,10/1/65,Sorcerer
Artemis,No Dual,Living,Female,Neutral,,,,Blue,Strawberry Blond,,Marvel,1966,16,6/1/66,Olympian
Artemis,Secret,Living,Female,Bad,,,,Brown,Black,,DC,1989,11,11/1/89,Female Furies
Sayge,,Living,,Neutral,,,,,,,Marvel,1967,16,3/1/67,
Jun Ching,,Living,Male,Bad,,,,,,,Marvel,1968,16,6/1/68,
Joseph Timms,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,1969,16,11/1/69,
Kinji Obatu,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1969,16,10/1/69,
Sentinels Mk II,No Dual,Deceased,,Bad,,,,Yellow,Bald,,Marvel,1969,16,6/1/69,
Harlan Vargas,Secret,Living,Male,,,,,,Auburn,,Marvel,1970,16,1/1/70,
Jack Kleveno,Secret,Deceased,Male,Bad,,,,,,,Marvel,1970,16,1/1/70,
Willard Weir,,Living,Male,Bad,,,,Red,Black,,Marvel,1970,16,1/1/70,
Johnny Wakely,Secret,Deceased,Male,Good,,,,Black,Black,,Marvel,1971,16,11/1/71,
Michael Stockton,Secret,Living,Male,Bad,,,,Blue,Bald,,Marvel,1972,16,7/1/72,
Benjamin Donovan,No Dual,Living,Male,Neutral,,,,Brown,Black,,Marvel,1973,16,10/1/73,
Raymond Coker,Secret,Living,Male,Neutral,,,,Brown,Black,,Marvel,1973,16,11/1/73,
Zephyr,No Dual,Living,Female,Neutral,,,,,Black,,Marvel,1974,16,8/1/74,
Zephyr,Secret,Living,Female,Bad,,,,Green,Red,,DC,1994,2,3/1/94,
"Frank Castle, Jr.",Public,Deceased,Male,Neutral,,,,Brown,Black,,Marvel,1975,16,8/1/75,
Gina Morelli,Public,Living,Female,Neutral,,,,,Black,,Marvel,1975,16,8/1/75,
Michael Rossi,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1975,16,12/1/75,
Nikolai Rasputin,Secret,Deceased,Male,Neutral,,,,Blue,Black,,Marvel,1975,16,5/1/75,
Jacko Tanner,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1976,16,10/1/76,
Thomas Lightner,,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1976,16,11/1/76,
Anthony Davis,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1977,16,9/1/77,
Basil Crushstone,Secret,Deceased,Male,Bad,,,,,,,Marvel,1977,16,6/1/77,
Django Maximoff,,Living,Male,,,,,Brown,Black,,Marvel,1977,16,12/1/77,
Frank Gianelli,,Living,Male,,,,,,,,Marvel,1977,16,5/1/77,
Greg Salinger,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1977,16,5/1/77,
Minn-Erva,Public,Living,Female,Bad,,,,Blue,Black,,Marvel,1977,16,5/1/77,
Primus,Secret,Living,Male,Neutral,,,,Yellow,Bald,,Marvel,1977,16,5/1/77,Android
Primus,Public,Living,Male,Bad,,,,,Red,,Marvel,1997,1,1/1/97,Kree
Primus,Public,Living,,,,,,,,,Marvel,1980,,8/1/80,Flb'Dbi
Vakume,Secret,Living,Male,Good,,,,,,,Marvel,1977,16,9/1/77,
Belladonna,,Deceased,Female,Bad,,,,,White,,Marvel,1979,16,3/1/79,Microverse
Jonas Hale,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1979,16,3/1/79,
Sarah Clark,Public,Deceased,Female,Good,,,,,Auburn,,Marvel,1979,16,12/1/79,
Scotty McDowell,Secret,Living,Male,Neutral,,,,,Brown,,Marvel,1979,16,12/1/79,
Abdul Qamar,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1980,16,8/1/80,
Dennis Bukowski,No Dual,Living,Male,Neutral,,,,,Red,,Marvel,1980,16,3/1/80,
Degrayde,Public,Living,Male,Bad,,,,,Bald,,Marvel,1981,16,10/1/81,
James Marks,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1981,16,4/1/81,
Varnae,Secret,Living,Male,Bad,,,,Red,Green,,Marvel,1982,16,12/1/82,
Arthur Blackwood,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1983,16,4/1/83,
Gregory Nettles,Public,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1983,16,2/1/83,
Melina Vostokoff,Secret,Living,Female,Bad,,,,,,,Marvel,1983,16,11/1/83,
Red Queen,,Living,Female,Bad,,,,,Red,,Marvel,1984,16,4/1/84,
Tweedledope,,Living,Male,,,,,,,,Marvel,1984,16,4/1/84,
Ape,,Deceased,Male,Neutral,,,,,,,Marvel,1985,16,7/1/85,Morlock
Ape,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,1964,4,4/1/64,Old West
Ape,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1954,2,4/1/54,Mobster
Ape,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1941,1,12/1/41,Challenger Foe
Gilpetperdon,Secret,Living,Male,Bad,,,,Gold,Gold,,Marvel,1985,16,5/1/85,
Leir,Secret,Living,Male,Good,,,,Blue,Auburn,,Marvel,1987,16,12/1/87,
Louis Hamilton,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1987,16,3/1/87,
Ariana Saddiqi,Secret,Living,Female,Bad,,,,White,Blond,,Marvel,1988,16,1/1/88,
Cecilia Cardinale,Secret,Living,Female,Neutral,,,,Brown,Brown,,Marvel,1988,16,10/1/88,
Nigel Frobisher,Public,Deceased,Male,Neutral,,,,,Blond,,Marvel,1988,16,10/1/88,
Tam Anderson,,Living,Female,Good,,,,Hazel,Red,,Marvel,1988,16,10/1/88,
Bart Rozum,No Dual,Living,Male,Good,,,,Brown,Red,,Marvel,1989,16,5/1/89,
J. R. Walker,,Living,Male,Bad,,,,Brown,Black,,Marvel,1989,16,10/1/89,
Nikolaus Geist,Secret,Living,Male,Bad,,,,Brown,White,,Marvel,1989,16,11/1/89,
Philip Sterns,Secret,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1989,16,11/1/89,
Vostok,Public,Living,Male,,,,,,Bald,,Marvel,1989,16,4/1/89,
Whiteout,Secret,Living,Female,Bad,,,,White,,,Marvel,1989,16,10/1/89,
Whiteout,Secret,Living,Male,Bad,,,,White,White,,DC,1986,5,6/1/86,
Andrew Jackson,Public,Deceased,Male,Good,,,,,Blond,,Marvel,1990,16,11/1/90,
Andrew Jackson,No Dual,Deceased,Male,,,,,,,,Marvel,2013,1,1/1/13,President
At-Lass,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1990,16,4/1/90,
Breeze James,Secret,Living,Female,,,,,Brown,Black,,Marvel,1990,16,7/1/90,
Thomas Sorenson,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1990,16,10/1/90,
Allegra Bazin,,Living,,,,,,,,,Marvel,1991,16,8/1/91,
Esteban Beach,Public,Living,Male,,,,,,Brown,,Marvel,1991,16,11/1/91,
Fabian Marechal-Julbin,Secret,Deceased,Male,Bad,,,,Blue,Brown,,Marvel,1991,16,3/1/91,
Jeff Hagees,Secret,Deceased,Male,Bad,,,,Blue,Red,,Marvel,1991,16,7/1/91,
Phillipe Bazin,Public,Living,Male,Bad,,,,,Black,,Marvel,1991,16,3/1/91,
Alexis Primo,No Dual,Living,Female,Good,,,,,Brown,,Marvel,1992,16,7/1/92,
Craig Blaze,Public,Living,Male,Good,,,,,,,Marvel,1992,16,2/1/92,
Emma Blaze,Public,Living,Female,Good,,,,,,,Marvel,1992,16,2/1/92,
Gawain,Secret,Living,Male,Good,,,,,Bald,,Marvel,1992,16,7/1/92,
Gawain,Public,Living,Male,Good,,,,,,,DC,1936,8,9/1/36,
Jamie Flores,Secret,Living,Female,Good,,,,,Brown,,Marvel,1992,16,6/1/92,
Alkhema,No Dual,Living,Female,Bad,,,,Variable,Bald,,Marvel,1993,16,1/1/93,
Isaac Javitz,Secret,Deceased,Male,Bad,,,,One Eye,Brown,,Marvel,1993,16,5/1/93,
Katu Kath,Secret,Deceased,Male,Bad,,,,White,Grey,,Marvel,1993,16,5/1/93,
Mary Lavinia Octavius,No Dual,Deceased,Female,Neutral,,,,Black,Blue,,Marvel,1993,16,11/1/93,
Veronica Benning,Public,Living,Female,Good,,,,Blue,Black,,Marvel,1993,16,5/1/93,
Boone,Secret,Living,Male,,,,,,Brown,,Marvel,1994,16,10/1/94,
Boone,Secret,Living,Male,Bad,,,,Brown,Blond,,DC,1999,16,10/1/99,
Chakra,Secret,Living,Female,,,,,Black,Black,,Marvel,1994,16,10/1/94,
Emrys Killebrew,Public,Deceased,Male,Neutral,,,,Blue,Grey,,Marvel,1994,16,8/1/94,
Gregor,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1994,16,6/1/94,
Gregor,No Dual,Living,Male,Neutral,,,,,Bald,,Marvel,1973,1,7/1/73,resident of the Golden Star
Gregor,,Living,Male,Bad,,,,,,,Marvel,1994,1,10/1/94,Phalanx
Llyron McKenzie,Public,Living,Male,,,,,Blue,Black,,Marvel,1994,16,9/1/94,
Piezo-electrical Logistic Analytical Tactical Operator,Secret,Living,Male,Good,,,,,,,Marvel,1994,16,7/1/94,
Xenith,Secret,Living,Female,Bad,,,,Brown,Bald,,Marvel,1995,16,12/1/95,
Alison Mongrain,,Living,Female,,,,,Blue,Red,,Marvel,1996,16,11/1/96,
Delilah Dearborn,Public,Living,Female,,,,,Blue,Brown,,Marvel,1996,16,1/1/96,
Hope Hibbert,Public,Living,Female,Good,,,,Brown,Brown,,Marvel,1997,16,8/1/97,
Lady Vermin,,Living,Female,Good,,,,,Brown,,Marvel,1997,16,11/1/97,
Green Goblin,Secret,Deceased,Male,Bad,Human,180,83,Yellow,Bald,,Marvel,1998,16,2/1/98,Construct
Fiz,Public,Living,Male,Good,,,,Green,Black,,Marvel,1999,16,12/1/99,
James Howlett,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,1999,16,8/1/99,Skrull
James Howlett,Secret,Living,Male,Bad,,,,,Black,,Marvel,1992,6,6/1/92,Doppelganger
James Howlett,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008,5,6/1/08,"Retro, Skrull"
James Howlett,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,2007,4,1/1/07,Onslaught Reborn
James Howlett,Secret,Deceased,Male,Bad,,,,,,,Marvel,1991,1,6/1/91,War Skrull
James Howlett,Secret,Deceased,Male,Good,,,,,,,Marvel,2000,1,1/1/00,Heroes Reborn
Vargas,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2001,16,7/1/01,
Woodstock Schumaker,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001,16,12/1/01,
Azazel,Secret,Living,Male,Bad,Neyaphem,183,67,Red,Grey,Red,Marvel,2003,16,10/1/03,
Azazel,Secret,Living,Male,Good,Neyaphem,183,67,Blue,Blond,Red,Marvel,2000,,4/1/00,Grigori
Patricia Robertson,Secret,Living,Female,,,,,Blue,Strawberry Blond,,Marvel,2003,16,6/1/03,
Absolon Mercator,Secret,Deceased,Male,Good,,,,Blue,Bald,,Marvel,2004,16,8/1/04,
Anti-Cap,Secret,Deceased,Male,Bad,,,,Blue,Black,,Marvel,2004,16,5/1/04,
Arthur Zix,Secret,Deceased,Male,,,,,,Grey,,Marvel,2004,16,11/1/04,
Ditto,Secret,Living,Male,Good,,,,,Black,,Marvel,2004,16,6/1/04,
Maxwell Jordan,Secret,Deceased,Male,Good,,,,Brown,Brown,,Marvel,2004,16,7/1/04,
Wicked,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2004,16,7/1/04,
Itsu,No Dual,Deceased,Female,Neutral,,,,Brown,Black,,Marvel,2006,16,5/1/06,
Jacob Oh,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2006,16,10/1/06,
Jake Slayton,,Living,Male,Good,,,,,,,Marvel,2006,16,1/1/06,
Matthew Risman,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,2006,16,3/1/06,
Walter Declun,,Living,Male,Bad,,,,,Brown,,Marvel,2006,16,7/1/06,
Kate Kildare,No Dual,Deceased,Female,Good,,,,Grey,Blond,,Marvel,2007,16,10/1/07,
Milo Fields,Public,Living,Male,,,,,Brown,Black,,Marvel,2007,16,9/1/07,
William Cobb III,Public,Deceased,Male,Good,,,,Green,,,Marvel,2007,16,10/1/07,
Ol-Sahm,Public,Deceased,Male,Good,,,,Brown,Bald,,Marvel,2008,16,8/1/08,
Qubit,Secret,Living,,Good,,,,Blue,Bald,,Marvel,2008,16,12/1/08,
Anton Vanko,Secret,Living,Male,Bad,,,,Brown,Black,,Marvel,2010,16,1/1/10,Whiplash
Anton Vanko,Secret,Deceased,Male,Good,,,,Brown,Bald,,Marvel,1963,13,10/1/63,Crimson Dynamo
Anton Vanko,Public,Deceased,Male,Bad,,,,,,,Marvel,1997,2,8/1/97,Heroes Reborn
Br\u00fcn,Secret,Living,Female,Bad,,,,White,White,,Marvel,2010,16,8/1/10,
Doug Johnson III,Public,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,2010,16,6/1/10,
Ms. Lion,Public,Living,Male,Good,,,,Black,White,,Marvel,2010,16,11/1/10,
Corvus Glaive,No Dual,Living,Male,Bad,,,,Black,Bald,,Marvel,2013,16,5/1/13,
Tyrannix the Abominoid,Secret,Living,Male,Neutral,,,,Red,Bald,,Marvel,2013,16,1/1/13,Legion Personality
Jim Gardley,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,1939,15,10/1/39,
Victor Jay,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1940,15,2/1/40,
Preston Hardwick,Secret,Living,Male,Good,,,,,Red,,Marvel,1950,15,11/1/50,
Terror,Public,Living,Male,Good,,,,,Grey,,Marvel,1950,15,11/1/50,Horse
Kent Blake,Secret,Deceased,Male,Good,,,,,Brown,,Marvel,1951,15,5/1/51,
White Swan,Public,Living,Female,Good,,,,,Black,,Marvel,1951,15,2/1/51,
Zane Temple,No Dual,Living,Male,Good,,,,,Grey,,Marvel,1951,15,1/1/51,
Karl von Horstbadden,,Deceased,Male,Bad,,,,,Grey,,Marvel,1956,15,10/1/56,
Howard Mitchell,Secret,Deceased,Male,Bad,,,,Brown,Grey,,Marvel,1963,15,2/1/63,
Joe,,Living,Male,,,,,,,,Marvel,1963,15,7/1/63,NYPD
Joe,Public,Living,Male,,,,,,Red,,Marvel,1965,4,2/1/65,Cameraman
Joe,,Living,Male,,,,,,Black,,Marvel,1965,3,6/1/65,Pilot
Joe,Secret,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,2007,3,7/1/07,National Force
Joe,,Living,Male,,,,,,Black,,Marvel,1967,1,3/1/67,
Boris,No Dual,Living,Male,Neutral,,,,,Grey,,Marvel,1964,15,9/1/64,Latverian
Falcona,Public,Living,Female,,,,,Green,Black,,Marvel,1968,15,10/1/68,
Haag,,Living,Female,Bad,,,,,,,Marvel,1969,15,6/1/69,Asgardian
Haag,,Living,Female,Bad,,,,,,,Marvel,1991,1,11/1/91,Deviant
Naga,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,1969,15,1/1/69,
Tanya Anderssen,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1969,15,9/1/69,
Joshua Link,Secret,Deceased,Male,Bad,,,,Blue,White,,Marvel,1970,15,1/1/70,
Jason Grey,,Living,Male,,,,,,,,Marvel,1972,15,4/1/72,
Jason Kimball,Secret,Living,Male,Bad,,,,,Black,,Marvel,1972,15,8/1/72,
Lou-Ann Savannah,Public,Living,Female,Good,,,,,Black,,Marvel,1972,15,9/1/72,
Thog,Secret,Living,Male,Bad,,,,Yellow,Bald,,Marvel,1972,15,12/1/72,
Thomas J. Roberts,No Dual,Living,Male,Good,,,,,Blond,,Marvel,1972,15,10/1/72,
Drake Shannon,Secret,Deceased,Male,Bad,,,,Blue,White,,Marvel,1973,15,11/1/73,
Silas King,Secret,Living,Male,,,,,Blue,,,Marvel,1973,15,4/1/73,
Silas King,,Living,Male,,,,,,,,Marvel,2002,4,2/1/02,Heroes Reborn
Thomas Stuart,Public,Living,Male,Bad,,,,Brown,Blond,,Marvel,1973,15,12/1/73,
Desmond Pitt,Secret,Living,Male,Neutral,,,,Brown,Bald,,Marvel,1974,15,1/1/74,
Lawrence Chesney,Secret,Living,Male,,,,,Brown,Brown,,Marvel,1975,15,8/1/75,
Manphibian,Secret,Living,Male,Neutral,,,,Red,Bald,,Marvel,1975,15,9/1/75,
Abraham Klein,No Dual,Deceased,Male,,,,,Brown,White,,Marvel,1976,15,1/1/76,
Harrison Thompson,Public,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,1976,15,12/1/76,
Charles Delazny Jr.,Secret,Deceased,Male,Neutral,,,,Brown,Brown,,Marvel,1977,15,2/1/77,
Impulse,Secret,Deceased,Male,Neutral,Human,170,65,Yellow,Bald,,Marvel,1977,15,10/1/77,
Impulse,Secret,Living,Male,Good,Human,170,65,Yellow,Auburn,,Marvel,,5,,Second
Impulse,Secret,Living,Male,Bad,Human,170,65,Yellow,Auburn,,DC,2007,1,4/1/07,
Robert Bruce Banner,Public,Deceased,Male,Bad,,,,Red,Black,,Marvel,1977,15,8/1/77,Eternals Robot
Robert Bruce Banner,Secret,Living,Male,Good,,,,Red,Black,,Marvel,2007,3,2/1/07,Onslaught Reborn
Robert Bruce Banner,Secret,Living,Agender,Bad,,,,Green,Green,,Marvel,1969,2,1/1/69,Mandarin Robot
Robert Bruce Banner,No Dual,Living,Male,Good,,,,Brown,Brown,,Marvel,1972,2,12/1/72,Counter-Earth
Robert Bruce Banner,,Deceased,Male,Bad,,,,,Green,,Marvel,1998,1,5/1/98,Behemoth
Robert Bruce Banner,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008,1,8/1/08,Skrull
Robert Bruce Banner,Public,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2011,,12/1/11,Doom's clone
Tefral,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,1977,15,1/1/77,
Carina Walters,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1978,15,1/1/78,
Don Thomas,Secret,Deceased,Male,Neutral,,,,Blue,Red,,Marvel,1978,15,1/1/78,
Josie,Public,Living,Female,Neutral,,,,,Blond,,Marvel,1979,15,9/1/79,
Phillip Prometheus,,Living,Male,Bad,,,,,White,,Marvel,1979,15,4/1/79,
Yi Yang,,Living,Female,Bad,,,,Green,Black,,Marvel,1979,15,6/1/79,
Arthur Dearborn,Secret,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1981,15,2/1/81,
Marx,Public,Living,Male,Good,,,,,Blond,,Marvel,1981,15,8/1/81,
Craig Sinclair,Public,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1982,15,11/1/82,
Demon Bear,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1983,15,5/1/83,
Tick Tock,Secret,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,1983,15,6/1/83,
Dragon of the Moon,Secret,Living,,Bad,,,,Variable,Variable,,Marvel,1984,15,12/1/84,
Knave,,Living,Male,Bad,,,,,,,Marvel,1984,15,4/1/84,Crazy Gang
Magus,,Living,Male,Bad,,183,,Black,,,Marvel,1984,15,8/1/84,Technarch
AC-DC,Secret,Living,Male,Neutral,,,,Red,Bald,,Marvel,1985,15,7/1/85,
Beautiful Dreamer,Secret,Deceased,Female,Neutral,,,,Grey,Black,,Marvel,1985,15,7/1/85,Morlock
Beautiful Dreamer,,Living,,,,,,Blue,Bald,,Marvel,1999,5,9/1/99,Mannites
Beautiful Dreamer,Secret,Deceased,Female,Good,,,,Blue,Black,,DC,1971,52,3/1/71,
Interloper,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,1985,15,9/1/85,
Oblivion,Secret,Living,Male,Bad,,,,,,,Marvel,1985,15,2/1/85,
Oblivion,Public,Living,Female,Bad,,,,,,,DC,1999,10,1/1/99,
Randi,Public,Living,Female,Good,,,,,,,Marvel,1985,15,2/1/85,
Bird-Brain,No Dual,Living,Male,Good,,,,Red,Bald,,Marvel,1987,15,10/1/87,
Llan,Public,Living,Male,,,,,Red,Black,,Marvel,1989,15,6/1/89,
Tang Jhimon,Secret,Deceased,Female,,,,,,Black,,Marvel,1989,15,11/1/89,
Heidi Franklin,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1990,15,10/1/90,
Nathan Lemon,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1990,15,3/1/90,
Daryl Andrews,,Living,Male,,,,,,Black,,Marvel,1992,15,5/1/92,
Divad,Secret,Living,Male,Neutral,,,,,Red,,Marvel,1992,15,4/1/92,
Laura Dunham,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1992,15,6/1/92,
Francisco Milan,Secret,Living,Male,Bad,,,,,Black,,Marvel,1993,15,5/1/93,
Mortigan Goth,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1993,15,9/1/93,
Seer,Secret,Living,Female,Good,,,,,Black,,Marvel,1993,15,8/1/93,
Seer,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1998,1,6/1/98,Latverian
Seer,,Living,Male,Bad,,,,Red,White,,Marvel,2011,1,9/1/11,Serpent
Torbert Octavius,No Dual,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1993,15,11/1/93,
Blackwulf,Secret,Living,Male,Neutral,Alien,188,88,Red,White,,Marvel,1994,15,3/1/94,Lucian
Hurricane,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1994,15,11/1/94,Dark Riders
Hurricane,Secret,Living,Male,,,,,,,,Marvel,2007,1,4/1/07,Civil War
Hurricane,Secret,Living,Male,Bad,,,,,Blond,,DC,1988,1,7/1/88,
Loga,Secret,Living,Male,Good,,,,Yellow,Red,,Marvel,1994,15,3/1/94,Godpack
Mattie Baptiste,,Deceased,Female,,,,,Brown,Black,,Marvel,1994,15,2/1/94,
Newton Destine,Secret,Living,Male,Good,,,,,Brown,,Marvel,1994,15,7/1/94,
Cordelia Frost,Public,Living,Female,Neutral,,,,,Black,,Marvel,1995,15,1/1/95,
Elaine Coll,,Living,Female,Bad,,,,Green,Red,,Marvel,1995,15,2/1/95,
Heidi Sladkin,Secret,Living,Female,Good,,,,Red,Bald,,Marvel,1995,15,9/1/95,
Hemingway,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1995,15,7/1/95,
Sack,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1995,15,8/1/95,
Simon Trask,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1995,15,11/1/95,
Gloria Mu\u00f1oz,Secret,Deceased,Female,Good,,,,Brown,Black,,Marvel,1996,15,2/1/96,
Deuce,Public,Living,Male,Good,,,,Blue,Brown,,Marvel,1997,15,2/1/97,
Deuce,,Living,Female,Bad,,,,,,,DC,1987,2,7/1/87,
Shantal Wilsk,Public,Living,Female,Good,,,,,Black,,Marvel,1997,15,10/1/97,
Strider,,Living,Male,Good,,,,Black,White,,Marvel,1997,15,8/1/97,
